,Airline,Source,Destination,Total_Stops,Price,Date,Month
8939,Multiple carriers,Delhi,Cochin,1 stop,8266,9,5
8940,Multiple carriers,Delhi,Cochin,1 stop,10877,12,6
8941,IndiGo,Kolkata,Banglore,non-stop,4804,24,6
8942,Multiple carriers,Delhi,Cochin,1 stop,13587,15,6
8943,IndiGo,Delhi,Cochin,1 stop,13611,6,3
8944,IndiGo,Delhi,Cochin,1 stop,6628,6,6
8945,IndiGo,Delhi,Cochin,non-stop,5601,12,6
8946,SpiceJet,Delhi,Cochin,1 stop,5583,15,4
8947,IndiGo,Banglore,Delhi,non-stop,3943,21,5
8948,Jet Airways,Kolkata,Banglore,1 stop,9663,12,5
8949,IndiGo,Delhi,Cochin,1 stop,5883,15,6
8950,IndiGo,Kolkata,Banglore,non-stop,4804,27,4
8951,Vistara,Banglore,New Delhi,non-stop,13383,3,3
8952,Multiple carriers,Delhi,Cochin,1 stop,9646,1,6
8953,Jet Airways,Kolkata,Banglore,1 stop,11467,1,5
8954,Air Asia,Kolkata,Banglore,1 stop,5192,12,5
8955,Air Asia,Banglore,New Delhi,non-stop,6477,3,3
8956,Multiple carriers,Delhi,Cochin,1 stop,13727,18,5
8957,Vistara,Kolkata,Banglore,1 stop,9555,18,5
8958,Vistara,Mumbai,Hyderabad,1 stop,12395,6,3
8959,Jet Airways,Delhi,Cochin,1 stop,10262,15,6
8960,Jet Airways,Kolkata,Banglore,1 stop,14781,21,5
8961,Jet Airways,Mumbai,Hyderabad,non-stop,5678,12,5
8962,SpiceJet,Kolkata,Banglore,1 stop,7804,15,5
8963,Jet Airways,Delhi,Cochin,1 stop,10262,27,6
8964,Jet Airways,Banglore,Delhi,non-stop,5198,18,5
8965,IndiGo,Mumbai,Hyderabad,non-stop,4049,3,5
8966,Air Asia,Banglore,Delhi,non-stop,3383,15,6
8967,Air India,Delhi,Cochin,1 stop,7174,27,5
8968,Air India,Delhi,Cochin,1 stop,8907,15,5
8969,Jet Airways,Delhi,Cochin,2 stops,13014,1,6
8970,Jet Airways,Kolkata,Banglore,1 stop,13584,6,5
8971,Air Asia,Kolkata,Banglore,non-stop,4107,15,5
8972,Jet Airways,Mumbai,Hyderabad,non-stop,2071,15,3
8973,Jet Airways,Delhi,Cochin,1 stop,12373,9,5
8974,Air India,Banglore,New Delhi,2 stops,13303,12,3
8975,Jet Airways,Kolkata,Banglore,1 stop,8529,12,6
8976,Jet Airways,Kolkata,Banglore,1 stop,14571,6,6
8977,Jet Airways,Banglore,Delhi,non-stop,8016,9,6
8978,IndiGo,Kolkata,Banglore,non-stop,4804,6,6
8979,Air India,Banglore,New Delhi,1 stop,5118,9,3
8980,Jet Airways,Kolkata,Banglore,1 stop,9663,18,5
8981,Air India,Kolkata,Banglore,2 stops,12723,9,6
8982,GoAir,Banglore,Delhi,non-stop,3419,12,5
8983,Jet Airways,Banglore,New Delhi,1 stop,11087,12,3
8984,IndiGo,Kolkata,Banglore,non-stop,4174,12,4
8985,Jet Airways,Delhi,Cochin,1 stop,10262,9,6
8986,Jet Airways,Delhi,Cochin,2 stops,12609,15,6
8987,Vistara,Banglore,Delhi,non-stop,4668,3,6
8988,SpiceJet,Mumbai,Hyderabad,non-stop,1965,24,5
8989,IndiGo,Mumbai,Hyderabad,non-stop,4049,1,6
8990,Air India,Kolkata,Banglore,non-stop,5195,12,4
8991,IndiGo,Kolkata,Banglore,non-stop,4804,18,5
8992,IndiGo,Banglore,New Delhi,non-stop,7648,3,3
8993,IndiGo,Chennai,Kolkata,non-stop,3850,3,5
8994,Air India,Banglore,Delhi,non-stop,6121,15,4
8995,IndiGo,Chennai,Kolkata,non-stop,3540,18,6
8996,Jet Airways,Banglore,New Delhi,1 stop,9134,15,3
8997,Jet Airways,Kolkata,Banglore,1 stop,10844,6,6
8998,IndiGo,Chennai,Kolkata,non-stop,5277,3,6
8999,IndiGo,Delhi,Cochin,1 stop,5073,6,4
9000,SpiceJet,Kolkata,Banglore,non-stop,3841,24,6
9001,Multiple carriers,Delhi,Cochin,1 stop,10877,3,6
9002,Jet Airways,Delhi,Cochin,1 stop,5406,27,3
9003,Jet Airways,Kolkata,Banglore,1 stop,14151,9,6
9004,Jet Airways,Delhi,Cochin,2 stops,14237,3,6
9005,IndiGo,Mumbai,Hyderabad,non-stop,2754,24,6
9006,Air India,Kolkata,Banglore,1 stop,11306,18,5
9007,Air Asia,Kolkata,Banglore,1 stop,5192,1,5
9008,Vistara,Chennai,Kolkata,non-stop,3687,12,6
9009,Multiple carriers,Delhi,Cochin,1 stop,12192,3,6
9010,Jet Airways,Delhi,Cochin,1 stop,12898,27,5
9011,Jet Airways,Delhi,Cochin,1 stop,14924,9,6
9012,SpiceJet,Kolkata,Banglore,1 stop,8479,24,5
9013,Multiple carriers,Delhi,Cochin,1 stop,6943,27,5
9014,Multiple carriers,Delhi,Cochin,1 stop,7354,27,6
9015,Multiple carriers,Delhi,Cochin,1 stop,12192,6,6
9016,IndiGo,Banglore,Delhi,non-stop,3943,3,5
9017,Jet Airways,Delhi,Cochin,2 stops,15129,6,5
9018,Vistara,Banglore,Delhi,non-stop,5403,9,4
9019,Jet Airways,Delhi,Cochin,2 stops,13882,27,6
9020,Jet Airways,Mumbai,Hyderabad,non-stop,5678,21,3
9021,Vistara,Banglore,Delhi,non-stop,5403,27,4
9022,Vistara,Banglore,Delhi,non-stop,4878,27,6
9023,IndiGo,Delhi,Cochin,2 stops,6494,27,3
9024,IndiGo,Banglore,New Delhi,non-stop,4777,24,3
9025,Air India,Mumbai,Hyderabad,non-stop,3625,6,6
9026,Air India,Kolkata,Banglore,2 stops,9258,1,4
9027,Jet Airways,Delhi,Cochin,1 stop,10262,6,6
9028,Air India,Banglore,New Delhi,4 stops,17686,1,3
9029,IndiGo,Kolkata,Banglore,non-stop,4174,3,4
9030,Multiple carriers,Delhi,Cochin,1 stop,7485,21,5
9031,Air India,Kolkata,Banglore,2 stops,11222,18,5
9032,Jet Airways,Kolkata,Banglore,1 stop,12121,1,5
9033,Air India,Kolkata,Banglore,2 stops,10697,21,5
9034,Jet Airways,Delhi,Cochin,1 stop,12373,9,5
9035,SpiceJet,Kolkata,Banglore,1 stop,6381,21,5
9036,Jet Airways,Delhi,Cochin,2 stops,17072,6,3
9037,IndiGo,Banglore,Delhi,non-stop,4823,24,5
9038,Air India,Delhi,Cochin,1 stop,27282,3,3
9039,IndiGo,Mumbai,Hyderabad,non-stop,2227,12,6
9040,IndiGo,Banglore,New Delhi,non-stop,4545,9,3
9041,IndiGo,Kolkata,Banglore,non-stop,4148,21,3
9042,IndiGo,Kolkata,Banglore,non-stop,4148,12,3
9043,Air India,Banglore,New Delhi,2 stops,7642,21,3
9044,Jet Airways,Delhi,Cochin,1 stop,10262,3,6
9045,Jet Airways,Banglore,Delhi,non-stop,4030,24,5
9046,IndiGo,Delhi,Cochin,non-stop,5000,27,6
9047,SpiceJet,Delhi,Cochin,1 stop,5264,9,6
9048,Jet Airways,Banglore,Delhi,non-stop,7229,1,6
9049,Jet Airways,Delhi,Cochin,1 stop,10577,3,6
9050,Air India,Kolkata,Banglore,2 stops,12723,24,5
9051,Jet Airways,Delhi,Cochin,1 stop,14714,1,6
9052,Jet Airways,Delhi,Cochin,1 stop,7438,21,3
9053,Air India,Kolkata,Banglore,1 stop,10203,15,5
9054,Air Asia,Kolkata,Banglore,non-stop,3782,27,3
9055,Multiple carriers,Delhi,Cochin,1 stop,8073,15,5
9056,IndiGo,Kolkata,Banglore,non-stop,4804,9,5
9057,IndiGo,Kolkata,Banglore,1 stop,4864,9,5
9058,Multiple carriers,Delhi,Cochin,1 stop,15135,6,3
9059,Air India,Kolkata,Banglore,1 stop,8366,6,6
9060,Air India,Banglore,Delhi,non-stop,7171,15,6
9061,Jet Airways,Kolkata,Banglore,1 stop,12121,6,5
9062,Air India,Delhi,Cochin,2 stops,11753,12,6
9063,IndiGo,Banglore,New Delhi,1 stop,8064,1,3
9064,Jet Airways,Delhi,Cochin,1 stop,10262,6,6
9065,IndiGo,Chennai,Kolkata,non-stop,5277,3,5
9066,Jet Airways,Banglore,Delhi,non-stop,8016,9,6
9067,Air India,Mumbai,Hyderabad,2 stops,11342,12,3
9068,Jet Airways,Kolkata,Banglore,1 stop,7594,12,6
9069,Air Asia,Banglore,Delhi,non-stop,4483,3,6
9070,Jet Airways,Delhi,Cochin,2 stops,16263,18,5
9071,Air India,Kolkata,Banglore,2 stops,13243,12,5
9072,Jet Airways,Banglore,Delhi,non-stop,6478,12,6
9073,Jet Airways,Delhi,Cochin,1 stop,15764,6,3
9074,Air India,Kolkata,Banglore,2 stops,4647,3,4
9075,Jet Airways,Banglore,Delhi,non-stop,8016,3,6
9076,Air India,Kolkata,Banglore,non-stop,4145,12,6
9077,Multiple carriers,Delhi,Cochin,1 stop,8055,27,3
9078,Air India,Delhi,Cochin,2 stops,12409,18,5
9079,IndiGo,Kolkata,Banglore,non-stop,6038,24,3
9080,Air Asia,Kolkata,Banglore,non-stop,4107,21,5
9081,Jet Airways,Banglore,New Delhi,1 stop,25735,1,3
9082,Air India,Kolkata,Banglore,2 stops,11458,6,6
9083,Air Asia,Delhi,Cochin,1 stop,6152,24,4
9084,Jet Airways,Kolkata,Banglore,1 stop,10844,9,6
9085,Vistara,Chennai,Kolkata,non-stop,11982,24,5
9086,Jet Airways,Kolkata,Banglore,1 stop,13941,9,5
9087,IndiGo,Delhi,Cochin,1 stop,6938,27,3
9088,Jet Airways,Delhi,Cochin,2 stops,15339,27,6
9089,Jet Airways,Delhi,Cochin,2 stops,20064,3,3
9090,Multiple carriers,Delhi,Cochin,1 stop,6093,15,6
9091,Multiple carriers Premium economy,Delhi,Cochin,1 stop,10885,21,3
9092,Air India,Delhi,Cochin,1 stop,8907,1,6
9093,Jet Airways,Kolkata,Banglore,1 stop,9663,6,5
9094,IndiGo,Delhi,Cochin,1 stop,7160,27,4
9095,Multiple carriers Premium economy,Delhi,Cochin,1 stop,11269,21,3
9096,Jet Airways,Mumbai,Hyderabad,non-stop,5678,1,4
9097,Jet Airways,Mumbai,Hyderabad,non-stop,5678,27,5
9098,Air India,Delhi,Cochin,1 stop,8907,6,6
9099,Jet Airways,Mumbai,Hyderabad,non-stop,3210,27,6
9100,Air India,Banglore,Delhi,non-stop,6961,15,5
9101,Jet Airways,Banglore,New Delhi,1 stop,14815,6,3
9102,Jet Airways,Kolkata,Banglore,1 stop,11467,6,5
9103,GoAir,Delhi,Cochin,1 stop,9069,3,6
9104,SpiceJet,Kolkata,Banglore,1 stop,4649,1,5
9105,IndiGo,Banglore,Delhi,non-stop,4823,3,6
9106,Air India,Kolkata,Banglore,1 stop,6528,21,5
9107,Jet Airways,Banglore,New Delhi,1 stop,22270,6,3
9108,Jet Airways,Delhi,Cochin,2 stops,15654,9,3
9109,Vistara,Kolkata,Banglore,1 stop,7770,1,4
9110,IndiGo,Kolkata,Banglore,non-stop,4804,3,5
9111,Jet Airways,Delhi,Cochin,2 stops,10368,15,6
9112,IndiGo,Delhi,Cochin,non-stop,7673,3,3
9113,IndiGo,Delhi,Cochin,non-stop,6015,21,4
9114,IndiGo,Kolkata,Banglore,non-stop,4804,24,4
9115,Jet Airways,Kolkata,Banglore,1 stop,13941,15,5
9116,Air Asia,Kolkata,Banglore,1 stop,5162,9,5
9117,Air India,Banglore,New Delhi,1 stop,10657,9,3
9118,Jet Airways,Kolkata,Banglore,1 stop,14781,9,5
9119,IndiGo,Mumbai,Hyderabad,non-stop,2754,3,4
9120,Air India,Banglore,New Delhi,2 stops,11474,12,3
9121,Jet Airways,Kolkata,Banglore,1 stop,7757,18,5
9122,Jet Airways,Mumbai,Hyderabad,non-stop,2228,3,4
9123,Jet Airways,Banglore,New Delhi,1 stop,10405,15,3
9124,GoAir,Banglore,Delhi,non-stop,3419,27,6
9125,Jet Airways,Delhi,Cochin,1 stop,10262,9,6
9126,Air India,Mumbai,Hyderabad,non-stop,3100,9,6
9127,Jet Airways,Delhi,Cochin,1 stop,11848,9,3
9128,Air India,Delhi,Cochin,1 stop,5683,9,4
9129,Jet Airways,Kolkata,Banglore,1 stop,9663,9,5
9130,Jet Airways,Banglore,Delhi,non-stop,4544,24,4
9131,Jet Airways,Mumbai,Hyderabad,non-stop,4050,27,5
9132,Vistara,Kolkata,Banglore,1 stop,9187,9,5
9133,Vistara,Kolkata,Banglore,1 stop,8452,1,4
9134,Air India,Kolkata,Banglore,2 stops,11668,18,5
9135,Air India,Delhi,Cochin,2 stops,13381,9,6
9136,Multiple carriers,Delhi,Cochin,1 stop,8073,18,5
9137,Air Asia,Kolkata,Banglore,non-stop,5620,1,3
9138,Jet Airways,Kolkata,Banglore,1 stop,12739,12,6
9139,Air Asia,Kolkata,Banglore,non-stop,5989,3,5
9140,Air India,Kolkata,Banglore,1 stop,8891,21,5
9141,Jet Airways,Banglore,Delhi,non-stop,4544,27,4
9142,Jet Airways,Delhi,Cochin,1 stop,10262,6,6
9143,Vistara,Kolkata,Banglore,1 stop,9345,21,5
9144,Vistara,Banglore,New Delhi,non-stop,21730,1,3
9145,IndiGo,Delhi,Cochin,1 stop,6838,15,6
9146,Air India,Mumbai,Hyderabad,1 stop,10943,12,3
9147,IndiGo,Banglore,Delhi,non-stop,3943,18,6
9148,SpiceJet,Banglore,Delhi,non-stop,3573,18,6
9149,SpiceJet,Kolkata,Banglore,non-stop,3841,15,5
9150,Multiple carriers,Delhi,Cochin,1 stop,9646,21,5
9151,Air India,Delhi,Cochin,non-stop,4729,18,3
9152,Jet Airways,Banglore,New Delhi,1 stop,17261,6,3
9153,Jet Airways,Kolkata,Banglore,1 stop,13941,1,5
9154,Jet Airways,Kolkata,Banglore,1 stop,10844,21,5
9155,Jet Airways,Kolkata,Banglore,1 stop,14231,24,3
9156,Jet Airways,Delhi,Cochin,1 stop,14714,12,6
9157,SpiceJet,Delhi,Cochin,1 stop,6460,21,3
9158,Jet Airways,Kolkata,Banglore,1 stop,11467,1,5
9159,IndiGo,Banglore,Delhi,non-stop,3943,3,5
9160,IndiGo,Kolkata,Banglore,1 stop,4775,15,4
9161,SpiceJet,Kolkata,Banglore,non-stop,3841,6,4
9162,Jet Airways,Banglore,New Delhi,1 stop,12284,18,3
9163,IndiGo,Kolkata,Banglore,non-stop,4804,9,6
9164,Jet Airways,Delhi,Cochin,2 stops,12819,24,6
9165,Jet Airways,Delhi,Cochin,1 stop,14714,3,6
9166,Jet Airways,Mumbai,Hyderabad,non-stop,8040,27,5
9167,Multiple carriers,Delhi,Cochin,2 stops,16840,15,5
9168,Jet Airways,Delhi,Cochin,1 stop,15554,6,5
9169,GoAir,Delhi,Cochin,1 stop,5752,15,4
9170,Vistara,Kolkata,Banglore,1 stop,8452,9,5
9171,Multiple carriers,Delhi,Cochin,1 stop,11761,27,5
9172,Multiple carriers,Delhi,Cochin,1 stop,14848,27,6
9173,Jet Airways,Delhi,Cochin,1 stop,10262,27,6
9174,Vistara,Banglore,Delhi,non-stop,4668,6,6
9175,Multiple carriers,Delhi,Cochin,1 stop,9103,15,5
9176,Jet Airways,Delhi,Cochin,1 stop,10262,12,6
9177,GoAir,Delhi,Cochin,1 stop,4525,27,6
9178,Air India,Banglore,Delhi,non-stop,5228,27,4
9179,Jet Airways,Banglore,New Delhi,1 stop,19225,6,3
9180,Jet Airways,Mumbai,Hyderabad,non-stop,8040,9,5
9181,Jet Airways,Delhi,Cochin,1 stop,7438,21,3
9182,Multiple carriers,Delhi,Cochin,1 stop,13135,6,3
9183,IndiGo,Delhi,Cochin,non-stop,6015,9,5
9184,Multiple carriers,Delhi,Cochin,1 stop,8283,18,5
9185,SpiceJet,Chennai,Kolkata,non-stop,3543,9,6
9186,IndiGo,Kolkata,Banglore,non-stop,4148,27,3
9187,GoAir,Banglore,New Delhi,1 stop,7657,15,3
9188,IndiGo,Kolkata,Banglore,1 stop,5276,12,5
9189,Jet Airways,Kolkata,Banglore,1 stop,14151,15,5
9190,Jet Airways,Mumbai,Hyderabad,non-stop,8040,21,6
9191,IndiGo,Delhi,Cochin,2 stops,8378,9,3
9192,SpiceJet,Chennai,Kolkata,non-stop,3543,9,6
9193,IndiGo,Banglore,Delhi,non-stop,4823,12,6
9194,Jet Airways,Kolkata,Banglore,1 stop,14388,15,5
9195,SpiceJet,Chennai,Kolkata,non-stop,3543,9,6
9196,Jet Airways,Kolkata,Banglore,1 stop,10844,12,5
9197,Jet Airways,Kolkata,Banglore,1 stop,10844,9,6
9198,SpiceJet,Delhi,Cochin,1 stop,4957,12,6
9199,IndiGo,Delhi,Cochin,1 stop,6442,15,5
9200,Air India,Delhi,Cochin,1 stop,7480,15,5
9201,IndiGo,Delhi,Cochin,1 stop,5073,1,4
9202,Jet Airways,Kolkata,Banglore,1 stop,14781,9,5
9203,Multiple carriers,Delhi,Cochin,1 stop,9646,3,6
9204,Jet Airways,Kolkata,Banglore,1 stop,7851,1,4
9205,SpiceJet,Mumbai,Hyderabad,non-stop,2175,24,3
9206,Air India,Kolkata,Banglore,2 stops,14424,9,5
9207,Jet Airways,Delhi,Cochin,2 stops,13014,12,6
9208,Jet Airways,Delhi,Cochin,1 stop,5177,6,4
9209,Multiple carriers,Delhi,Cochin,1 stop,15135,3,3
9210,Air India,Banglore,Delhi,non-stop,5228,21,6
9211,Jet Airways,Banglore,New Delhi,1 stop,22270,1,3
9212,SpiceJet,Chennai,Kolkata,non-stop,3543,15,6
9213,Jet Airways,Delhi,Cochin,2 stops,15129,18,5
9214,IndiGo,Delhi,Cochin,1 stop,6093,15,6
9215,Jet Airways,Banglore,New Delhi,1 stop,11087,18,3
9216,Multiple carriers,Delhi,Cochin,1 stop,7408,27,6
9217,IndiGo,Kolkata,Banglore,1 stop,6534,24,5
9218,Jet Airways,Banglore,Delhi,non-stop,8016,18,6
9219,Air India,Mumbai,Hyderabad,1 stop,8528,12,3
9220,Air India,Delhi,Cochin,2 stops,12199,9,6
9221,Multiple carriers,Delhi,Cochin,1 stop,14067,21,5
9222,Jet Airways,Banglore,Delhi,non-stop,8016,15,6
9223,Air India,Kolkata,Banglore,non-stop,5510,3,5
9224,Air India,Kolkata,Banglore,1 stop,6241,24,3
9225,Air India,Delhi,Cochin,1 stop,16142,3,3
9226,IndiGo,Kolkata,Banglore,non-stop,4804,21,4
9227,IndiGo,Delhi,Cochin,1 stop,6979,15,5
9228,Air India,Delhi,Cochin,non-stop,6094,18,4
9229,Air India,Banglore,Delhi,non-stop,5176,1,4
9230,Multiple carriers,Delhi,Cochin,1 stop,15136,6,3
9231,Jet Airways,Kolkata,Banglore,1 stop,10031,24,3
9232,Jet Airways,Delhi,Cochin,2 stops,12814,21,3
9233,Jet Airways,Kolkata,Banglore,1 stop,12681,1,4
9234,Multiple carriers,Delhi,Cochin,1 stop,12402,21,3
9235,Jet Airways,Kolkata,Banglore,1 stop,13759,24,3
9236,SpiceJet,Chennai,Kolkata,non-stop,3597,18,6
9237,Air Asia,Banglore,Delhi,non-stop,3383,21,5
9238,Vistara,Banglore,Delhi,non-stop,4668,9,5
9239,Vistara,Kolkata,Banglore,1 stop,9187,1,4
9240,Multiple carriers,Delhi,Cochin,1 stop,7530,3,6
9241,Air India,Kolkata,Banglore,1 stop,8026,24,3
9242,SpiceJet,Banglore,Delhi,non-stop,4319,9,4
9243,Jet Airways,Delhi,Cochin,2 stops,13376,24,6
9244,SpiceJet,Kolkata,Banglore,non-stop,4174,6,5
9245,Vistara,Banglore,Delhi,non-stop,4668,27,5
9246,Multiple carriers,Delhi,Cochin,1 stop,13062,21,3
9247,Jet Airways,Delhi,Cochin,1 stop,12898,27,5
9248,Jet Airways,Delhi,Cochin,1 stop,14714,6,6
9249,Air India,Kolkata,Banglore,2 stops,10991,9,5
9250,Jet Airways,Banglore,Delhi,non-stop,4030,1,5
9251,Vistara,Banglore,New Delhi,1 stop,6800,15,3
9252,Jet Airways,Banglore,New Delhi,1 stop,11087,9,3
9253,Multiple carriers,Delhi,Cochin,1 stop,9794,18,5
9254,Jet Airways,Kolkata,Banglore,1 stop,14388,6,5
9255,IndiGo,Kolkata,Banglore,non-stop,4148,12,3
9256,Air India,Delhi,Cochin,2 stops,17266,3,3
9257,Air India,Kolkata,Banglore,1 stop,7893,1,4
9258,Jet Airways,Banglore,Delhi,non-stop,7229,9,5
9259,Multiple carriers,Delhi,Cochin,1 stop,9930,21,5
9260,Multiple carriers,Delhi,Cochin,1 stop,18286,3,3
9261,Jet Airways,Banglore,Delhi,non-stop,7229,27,6
9262,Vistara,Delhi,Cochin,non-stop,6216,24,6
9263,Air Asia,Banglore,Delhi,non-stop,4282,6,6
9264,IndiGo,Delhi,Cochin,1 stop,5054,27,5
9265,Jet Airways,Delhi,Cochin,1 stop,10262,6,6
9266,Air Asia,Delhi,Cochin,1 stop,11410,6,6
9267,Jet Airways,Kolkata,Banglore,1 stop,14571,24,5
9268,GoAir,Delhi,Cochin,1 stop,4692,24,6
9269,Jet Airways,Kolkata,Banglore,1 stop,10844,6,5
9270,Jet Airways,Kolkata,Banglore,1 stop,10844,21,5
9271,Air India,Delhi,Cochin,non-stop,6094,9,5
9272,Vistara,Delhi,Cochin,non-stop,6741,1,6
9273,Air India,Delhi,Cochin,1 stop,8372,1,6
9274,Multiple carriers,Delhi,Cochin,1 stop,14067,21,5
9275,IndiGo,Delhi,Cochin,1 stop,10236,3,3
9276,Air India,Delhi,Cochin,1 stop,7480,3,6
9277,Multiple carriers,Delhi,Cochin,1 stop,8386,9,3
9278,Multiple carriers,Delhi,Cochin,1 stop,6795,6,6
9279,Air Asia,Kolkata,Banglore,non-stop,4409,15,5
9280,IndiGo,Chennai,Kolkata,non-stop,3597,9,5
9281,Air India,Banglore,Delhi,non-stop,6961,15,6
9282,Jet Airways,Kolkata,Banglore,1 stop,12692,12,6
9283,Air India,Mumbai,Hyderabad,non-stop,4307,12,3
9284,Jet Airways,Banglore,Delhi,non-stop,4030,15,5
9285,Air India,Kolkata,Banglore,2 stops,15957,18,5
9286,Jet Airways,Banglore,New Delhi,1 stop,7832,21,3
9287,Air India,Kolkata,Banglore,3 stops,12954,1,4
9288,IndiGo,Mumbai,Hyderabad,non-stop,4049,12,3
9289,Jet Airways,Banglore,New Delhi,1 stop,9134,15,3
9290,Air Asia,Kolkata,Banglore,non-stop,4409,1,5
9291,Jet Airways,Kolkata,Banglore,1 stop,14781,1,5
9292,Air India,Banglore,Delhi,non-stop,5228,24,4
9293,SpiceJet,Chennai,Kolkata,non-stop,3597,21,5
9294,Multiple carriers,Delhi,Cochin,1 stop,6795,12,6
9295,Air Asia,Kolkata,Banglore,non-stop,3807,18,6
9296,Jet Airways,Kolkata,Banglore,1 stop,14781,1,5
9297,Air India,Delhi,Cochin,1 stop,8372,9,5
9298,IndiGo,Delhi,Cochin,non-stop,5000,24,6
9299,Vistara,Banglore,Delhi,non-stop,5403,1,4
9300,IndiGo,Delhi,Cochin,1 stop,11600,3,3
9301,Multiple carriers,Delhi,Cochin,1 stop,8476,18,5
9302,Air India,Banglore,New Delhi,2 stops,6593,15,3
9303,IndiGo,Banglore,New Delhi,non-stop,7648,9,3
9304,Vistara,Kolkata,Banglore,1 stop,9345,1,5
9305,Multiple carriers,Delhi,Cochin,1 stop,7268,27,6
9306,Jet Airways,Mumbai,Hyderabad,non-stop,3210,6,6
9307,IndiGo,Chennai,Kolkata,non-stop,7295,24,3
9308,IndiGo,Delhi,Cochin,1 stop,6442,27,6
9309,IndiGo,Kolkata,Banglore,1 stop,3809,6,5
9310,Air India,Banglore,New Delhi,2 stops,15119,1,3
9311,GoAir,Delhi,Cochin,1 stop,9069,9,6
9312,IndiGo,Banglore,Delhi,non-stop,3943,6,5
9313,Air India,Kolkata,Banglore,2 stops,12534,9,6
9314,Multiple carriers,Delhi,Cochin,1 stop,13714,3,6
9315,IndiGo,Mumbai,Hyderabad,non-stop,2227,21,5
9316,Jet Airways,Kolkata,Banglore,1 stop,10844,18,5
9317,Jet Airways,Kolkata,Banglore,1 stop,13941,6,5
9318,Jet Airways,Banglore,New Delhi,1 stop,7832,21,3
9319,GoAir,Banglore,Delhi,non-stop,3419,12,6
9320,Jet Airways,Kolkata,Banglore,1 stop,14151,21,5
9321,IndiGo,Delhi,Cochin,1 stop,5073,3,4
9322,Vistara,Kolkata,Banglore,1 stop,9922,12,5
9323,IndiGo,Chennai,Kolkata,non-stop,4752,24,3
9324,Multiple carriers,Delhi,Cochin,1 stop,10197,27,5
9325,Air India,Banglore,Delhi,non-stop,6961,12,6
9326,Multiple carriers,Delhi,Cochin,1 stop,17493,3,3
9327,Multiple carriers,Delhi,Cochin,1 stop,13587,6,6
9328,Jet Airways,Delhi,Cochin,1 stop,10262,6,6
9329,Air India,Kolkata,Banglore,2 stops,15107,21,5
9330,Vistara,Kolkata,Banglore,1 stop,8452,15,5
9331,Air India,Mumbai,Hyderabad,non-stop,3100,21,6
9332,IndiGo,Banglore,Delhi,non-stop,4823,24,5
9333,Air Asia,Banglore,Delhi,non-stop,4483,21,4
9334,Air India,Kolkata,Banglore,2 stops,13243,18,5
9335,IndiGo,Delhi,Cochin,1 stop,5684,27,6
9336,Jet Airways,Mumbai,Hyderabad,non-stop,3205,3,4
9337,Jet Airways,Delhi,Cochin,1 stop,10262,15,6
9338,IndiGo,Banglore,Delhi,non-stop,4823,21,5
9339,Jet Airways,Delhi,Cochin,1 stop,15554,9,5
9340,IndiGo,Banglore,Delhi,non-stop,3943,27,6
9341,Vistara,Mumbai,Hyderabad,1 stop,12080,12,3
9342,Air Asia,Banglore,Delhi,non-stop,3383,27,5
9343,SpiceJet,Mumbai,Hyderabad,non-stop,2437,18,3
9344,SpiceJet,Mumbai,Hyderabad,non-stop,1965,1,6
9345,Jet Airways,Banglore,New Delhi,1 stop,7832,21,3
9346,IndiGo,Delhi,Cochin,1 stop,6442,9,6
9347,Air India,Kolkata,Banglore,2 stops,12723,15,5
9348,Jet Airways,Banglore,Delhi,non-stop,8016,12,6
9349,Jet Airways,Delhi,Cochin,2 stops,10199,24,6
9350,Vistara,Kolkata,Banglore,1 stop,10842,24,3
9351,Multiple carriers,Delhi,Cochin,1 stop,7005,12,6
9352,Air Asia,Kolkata,Banglore,non-stop,4409,3,5
9353,Jet Airways,Kolkata,Banglore,1 stop,13364,1,4
9354,Multiple carriers,Delhi,Cochin,1 stop,13377,27,6
9355,Jet Airways,Delhi,Cochin,1 stop,10262,9,6
9356,Jet Airways,Kolkata,Banglore,1 stop,10844,18,5
9357,Jet Airways,Kolkata,Banglore,1 stop,14571,24,5
9358,Jet Airways,Delhi,Cochin,2 stops,19329,9,3
9359,Air India,Banglore,New Delhi,1 stop,4943,21,3
9360,Jet Airways,Delhi,Cochin,2 stops,15129,18,5
9361,Jet Airways,Kolkata,Banglore,1 stop,10539,6,6
9362,Jet Airways,Kolkata,Banglore,1 stop,10031,24,3
9363,Multiple carriers,Delhi,Cochin,1 stop,9140,24,5
9364,Air Asia,Kolkata,Banglore,non-stop,4409,27,4
9365,IndiGo,Banglore,Delhi,non-stop,3419,15,5
9366,Multiple carriers,Delhi,Cochin,1 stop,9646,15,5
9367,Jet Airways,Kolkata,Banglore,1 stop,13584,9,5
9368,Air India,Delhi,Cochin,2 stops,11806,21,5
9369,GoAir,Delhi,Cochin,1 stop,4563,1,4
9370,Jet Airways,Delhi,Cochin,1 stop,12898,27,6
9371,Vistara,Delhi,Cochin,non-stop,6216,27,4
9372,Jet Airways,Delhi,Cochin,1 stop,12898,21,5
9373,Jet Airways,Delhi,Cochin,1 stop,10262,9,6
9374,Air India,Banglore,New Delhi,non-stop,12526,1,3
9375,Air India,Delhi,Cochin,1 stop,11522,6,3
9376,Jet Airways,Mumbai,Hyderabad,non-stop,5678,12,6
