,Airline,Source,Destination,Total_Stops,Price,Date,Month
7462,IndiGo,Delhi,Cochin,1 stop,6573,9,4
7463,GoAir,Delhi,Cochin,1 stop,6393,6,3
7464,IndiGo,Kolkata,Banglore,non-stop,5224,6,6
7465,Jet Airways,Banglore,Delhi,non-stop,5198,9,5
7466,Jet Airways,Kolkata,Banglore,1 stop,13941,21,5
7467,SpiceJet,Chennai,Kolkata,non-stop,6300,15,3
7468,Jet Airways,Delhi,Cochin,2 stops,12609,24,6
7469,Multiple carriers,Delhi,Cochin,1 stop,13587,3,6
7470,Multiple carriers,Delhi,Cochin,1 stop,13587,24,6
7471,Jet Airways,Delhi,Cochin,1 stop,10262,27,6
7472,Air India,Delhi,Cochin,1 stop,16439,6,3
7473,Jet Airways,Kolkata,Banglore,1 stop,14781,21,5
7474,Jet Airways,Delhi,Cochin,1 stop,10262,3,6
7475,Jet Airways,Kolkata,Banglore,1 stop,10844,24,5
7476,IndiGo,Banglore,Delhi,non-stop,4823,15,6
7477,Air India,Banglore,Delhi,non-stop,5911,9,4
7478,Multiple carriers,Delhi,Cochin,1 stop,13377,24,6
7479,Multiple carriers,Delhi,Cochin,1 stop,6145,27,3
7480,SpiceJet,Mumbai,Hyderabad,non-stop,1965,27,6
7481,IndiGo,Delhi,Cochin,1 stop,6442,27,3
7482,Jet Airways,Kolkata,Banglore,1 stop,13941,6,5
7483,Air India,Delhi,Cochin,1 stop,13002,3,3
7484,Air India,Delhi,Cochin,1 stop,8907,24,6
7485,Jet Airways,Delhi,Cochin,2 stops,14657,27,5
7486,SpiceJet,Kolkata,Banglore,non-stop,3873,6,5
7487,Jet Airways,Kolkata,Banglore,1 stop,14781,21,5
7488,Air India,Banglore,Delhi,non-stop,5228,18,6
7489,Air Asia,Banglore,New Delhi,non-stop,7652,9,3
7490,Jet Airways,Banglore,New Delhi,non-stop,7229,24,3
7491,IndiGo,Kolkata,Banglore,1 stop,4226,1,5
7492,Jet Airways,Delhi,Cochin,1 stop,12373,9,5
7493,IndiGo,Banglore,New Delhi,non-stop,6860,15,3
7494,Jet Airways,Kolkata,Banglore,1 stop,10844,24,5
7495,Jet Airways,Delhi,Cochin,1 stop,12373,18,5
7496,IndiGo,Banglore,New Delhi,non-stop,4238,24,3
7497,Jet Airways,Banglore,New Delhi,1 stop,13502,3,3
7498,Jet Airways,Kolkata,Banglore,1 stop,10953,6,5
7499,Air Asia,Kolkata,Banglore,non-stop,3782,21,3
7500,Jet Airways,Kolkata,Banglore,1 stop,14781,12,5
7501,IndiGo,Kolkata,Banglore,non-stop,4804,6,6
7503,Air India,Kolkata,Banglore,2 stops,6117,24,5
7504,Jet Airways,Banglore,Delhi,non-stop,8016,15,6
7505,Vistara,Delhi,Cochin,non-stop,6216,21,6
7506,Jet Airways,Banglore,Delhi,non-stop,8016,12,6
7507,Jet Airways,Banglore,New Delhi,1 stop,11087,18,3
7508,Jet Airways,Mumbai,Hyderabad,non-stop,5678,18,5
7509,Jet Airways,Banglore,Delhi,non-stop,7229,9,5
7510,IndiGo,Banglore,New Delhi,non-stop,6860,3,3
7511,Multiple carriers,Delhi,Cochin,1 stop,10407,27,5
7512,Multiple carriers,Delhi,Cochin,1 stop,13797,24,6
7513,Air India,Banglore,Delhi,non-stop,6961,24,6
7514,Jet Airways,Kolkata,Banglore,1 stop,10624,9,5
7515,Jet Airways,Delhi,Cochin,2 stops,14300,15,6
7516,SpiceJet,Chennai,Kolkata,non-stop,5418,24,3
7517,Jet Airways,Delhi,Cochin,2 stops,15129,18,5
7518,SpiceJet,Chennai,Kolkata,non-stop,3543,18,6
7519,SpiceJet,Mumbai,Hyderabad,non-stop,1965,21,6
7520,Air Asia,Banglore,Delhi,non-stop,4282,6,5
7521,Air India,Kolkata,Banglore,2 stops,14508,6,5
7522,Air Asia,Kolkata,Banglore,1 stop,5162,12,5
7523,Jet Airways,Delhi,Cochin,1 stop,10262,12,6
7524,Multiple carriers,Delhi,Cochin,1 stop,15237,9,3
7525,Multiple carriers,Delhi,Cochin,1 stop,12524,1,6
7526,Jet Airways,Kolkata,Banglore,1 stop,10844,18,5
7527,Air India,Banglore,New Delhi,1 stop,5092,21,3
7528,Multiple carriers,Delhi,Cochin,1 stop,8309,18,5
7529,GoAir,Delhi,Cochin,1 stop,4106,9,4
7530,Jet Airways,Kolkata,Banglore,1 stop,14151,9,6
7531,Jet Airways,Delhi,Cochin,1 stop,5177,6,4
7532,Jet Airways,Kolkata,Banglore,1 stop,10844,21,5
7533,IndiGo,Banglore,Delhi,non-stop,4823,18,5
7534,Jet Airways,Delhi,Cochin,1 stop,10262,9,6
7535,Air India,Delhi,Cochin,2 stops,13381,21,5
7536,IndiGo,Chennai,Kolkata,non-stop,4332,1,5
7537,Jet Airways,Banglore,New Delhi,1 stop,26890,1,3
7538,Air India,Delhi,Cochin,2 stops,12803,15,5
7539,Jet Airways,Kolkata,Banglore,1 stop,8529,12,6
7540,SpiceJet,Kolkata,Banglore,non-stop,3873,3,4
7541,Jet Airways,Kolkata,Banglore,1 stop,10844,6,6
7542,Jet Airways,Banglore,Delhi,non-stop,6144,3,5
7543,Jet Airways,Banglore,Delhi,non-stop,7229,1,5
7544,Jet Airways,Delhi,Cochin,1 stop,12767,21,3
7545,Jet Airways,Banglore,Delhi,non-stop,7229,6,5
7546,Multiple carriers,Delhi,Cochin,1 stop,7354,12,6
7547,IndiGo,Mumbai,Hyderabad,non-stop,4049,21,5
7548,Multiple carriers,Delhi,Cochin,1 stop,13377,27,5
7549,IndiGo,Banglore,New Delhi,non-stop,6144,15,3
7550,Multiple carriers,Delhi,Cochin,1 stop,8266,15,5
7551,Air India,Delhi,Cochin,2 stops,10975,15,5
7552,Multiple carriers,Delhi,Cochin,1 stop,12192,15,6
7553,Jet Airways,Delhi,Cochin,2 stops,12273,27,3
7554,Jet Airways,Banglore,New Delhi,1 stop,26890,1,3
7555,Multiple carriers,Delhi,Cochin,1 stop,15136,6,3
7556,Jet Airways,Delhi,Cochin,1 stop,10262,9,6
7557,Jet Airways,Delhi,Cochin,1 stop,10262,3,6
7558,Jet Airways,Mumbai,Hyderabad,non-stop,2228,24,3
7559,IndiGo,Chennai,Kolkata,non-stop,3597,27,6
7560,SpiceJet,Kolkata,Banglore,non-stop,3841,15,5
7561,Jet Airways,Kolkata,Banglore,1 stop,9899,12,6
7562,Multiple carriers,Delhi,Cochin,1 stop,13587,9,6
7563,Air Asia,Kolkata,Banglore,non-stop,4409,9,6
7564,IndiGo,Mumbai,Hyderabad,non-stop,2227,6,5
7565,Air India,Mumbai,Hyderabad,non-stop,4937,3,3
7566,IndiGo,Kolkata,Banglore,1 stop,9319,24,3
7567,Jet Airways,Kolkata,Banglore,1 stop,14151,12,5
7568,Jet Airways,Delhi,Cochin,1 stop,14714,9,6
7569,Jet Airways,Banglore,Delhi,non-stop,7229,3,5
7570,Vistara,Chennai,Kolkata,non-stop,11982,3,5
7571,IndiGo,Banglore,Delhi,non-stop,4990,12,4
7572,Multiple carriers,Delhi,Cochin,1 stop,9103,21,5
7573,SpiceJet,Chennai,Kolkata,non-stop,6300,12,3
7574,Jet Airways,Delhi,Cochin,2 stops,14441,24,6
7575,Air India,Kolkata,Banglore,1 stop,8366,12,6
7576,SpiceJet,Delhi,Cochin,1 stop,7317,18,5
7577,GoAir,Banglore,New Delhi,non-stop,3898,24,3
7578,Jet Airways,Delhi,Cochin,1 stop,14714,1,6
7579,SpiceJet,Kolkata,Banglore,non-stop,3841,18,6
7580,Multiple carriers,Delhi,Cochin,1 stop,15373,1,5
7581,Air India,Kolkata,Banglore,2 stops,11222,9,5
7582,Multiple carriers,Delhi,Cochin,1 stop,7155,24,6
7583,Multiple carriers,Delhi,Cochin,1 stop,15200,9,3
7584,Jet Airways,Banglore,New Delhi,1 stop,7832,21,3
7585,IndiGo,Delhi,Cochin,1 stop,6593,3,6
7586,Air India,Kolkata,Banglore,3 stops,13007,6,5
7587,Jet Airways,Delhi,Cochin,1 stop,15400,6,3
7588,Air India,Kolkata,Banglore,1 stop,6528,9,6
7590,IndiGo,Delhi,Cochin,1 stop,6162,24,4
7591,Jet Airways,Banglore,New Delhi,1 stop,17261,6,3
7592,Jet Airways,Kolkata,Banglore,1 stop,7064,1,4
7593,Jet Airways,Delhi,Cochin,2 stops,13882,9,6
7594,Vistara,Delhi,Cochin,non-stop,6216,3,6
7595,Jet Airways,Delhi,Cochin,2 stops,19644,18,5
7596,Jet Airways,Banglore,Delhi,non-stop,4544,9,5
7597,IndiGo,Chennai,Kolkata,non-stop,3384,27,3
7598,IndiGo,Kolkata,Banglore,non-stop,4804,6,6
7599,Jet Airways,Kolkata,Banglore,1 stop,10031,24,3
7600,Jet Airways,Kolkata,Banglore,1 stop,8586,12,5
7601,Jet Airways,Banglore,New Delhi,1 stop,7832,21,3
7602,Vistara,Kolkata,Banglore,1 stop,10027,24,5
7603,IndiGo,Mumbai,Hyderabad,non-stop,2754,18,3
7604,Jet Airways,Delhi,Cochin,1 stop,12767,21,3
7605,GoAir,Kolkata,Banglore,1 stop,8777,9,5
7606,GoAir,Delhi,Cochin,1 stop,7870,24,6
7607,Air India,Kolkata,Banglore,2 stops,9416,12,6
7608,SpiceJet,Mumbai,Hyderabad,non-stop,2175,6,5
7609,Multiple carriers,Delhi,Cochin,1 stop,9646,24,6
7610,Jet Airways,Kolkata,Banglore,1 stop,13731,24,5
7612,Air India,Banglore,New Delhi,2 stops,10783,18,3
7613,Jet Airways,Kolkata,Banglore,1 stop,11467,1,5
7614,Air India,Delhi,Cochin,1 stop,8879,3,6
7615,Multiple carriers,Delhi,Cochin,1 stop,6795,6,6
7616,IndiGo,Delhi,Cochin,1 stop,14871,3,3
7617,Multiple carriers,Delhi,Cochin,2 stops,34503,3,3
7618,Air India,Delhi,Cochin,2 stops,10975,15,6
7619,Air India,Kolkata,Banglore,2 stops,15170,24,5
7620,Air India,Kolkata,Banglore,1 stop,7001,1,5
7621,Air India,Kolkata,Banglore,1 stop,8576,18,5
7622,Jet Airways,Delhi,Cochin,2 stops,15129,9,5
7623,IndiGo,Banglore,Delhi,non-stop,4823,9,4
7624,Jet Airways,Kolkata,Banglore,1 stop,10844,21,5
7625,Vistara,Kolkata,Banglore,1 stop,8085,9,6
7626,Jet Airways,Delhi,Cochin,2 stops,20747,3,3
7627,Air India,Kolkata,Banglore,1 stop,10203,6,5
7628,Jet Airways,Delhi,Cochin,1 stop,12898,21,5
7629,Jet Airways,Kolkata,Banglore,1 stop,13941,12,5
7630,IndiGo,Delhi,Cochin,1 stop,7503,18,5
7631,Jet Airways,Delhi,Cochin,1 stop,14714,1,6
7632,IndiGo,Delhi,Cochin,1 stop,5054,24,6
7633,GoAir,Banglore,New Delhi,non-stop,8722,15,3
7634,Jet Airways,Kolkata,Banglore,1 stop,8586,6,5
7635,Air India,Banglore,Delhi,non-stop,5228,9,6
7636,Air India,Mumbai,Hyderabad,non-stop,3100,9,5
7637,IndiGo,Delhi,Cochin,non-stop,6541,1,6
7638,Multiple carriers,Delhi,Cochin,1 stop,8266,21,5
7639,IndiGo,Delhi,Cochin,1 stop,6628,3,6
7640,Jet Airways,Kolkata,Banglore,1 stop,9663,21,5
7641,Jet Airways,Kolkata,Banglore,1 stop,9899,12,6
7642,IndiGo,Delhi,Cochin,2 stops,6223,27,3
7643,IndiGo,Kolkata,Banglore,1 stop,5380,9,6
7644,Multiple carriers,Delhi,Cochin,1 stop,7740,6,6
7645,Jet Airways,Kolkata,Banglore,1 stop,9899,12,6
7646,Jet Airways,Banglore,Delhi,non-stop,5198,18,5
7648,Jet Airways,Kolkata,Banglore,1 stop,14388,18,5
7649,Vistara,Kolkata,Banglore,1 stop,8137,6,5
7650,Air India,Delhi,Cochin,2 stops,13591,9,5
7651,SpiceJet,Kolkata,Banglore,1 stop,8479,12,5
7652,Jet Airways,Kolkata,Banglore,1 stop,10844,15,5
7653,Air India,Kolkata,Banglore,1 stop,10203,12,6
7654,IndiGo,Delhi,Cochin,1 stop,6938,12,6
7655,Multiple carriers,Delhi,Cochin,1 stop,9646,15,6
7656,IndiGo,Delhi,Cochin,1 stop,6593,1,6
7657,Vistara Premium economy,Chennai,Kolkata,non-stop,9125,1,3
7658,Multiple carriers,Delhi,Cochin,1 stop,7670,15,5
7659,Air India,Kolkata,Banglore,2 stops,15894,6,6
7660,Jet Airways,Kolkata,Banglore,1 stop,5608,15,5
7661,GoAir,Delhi,Cochin,1 stop,5842,21,5
7662,SpiceJet,Delhi,Cochin,1 stop,4466,27,3
7663,IndiGo,Chennai,Kolkata,non-stop,3597,24,6
7664,Jet Airways,Banglore,New Delhi,1 stop,13555,18,3
7665,Air India,Delhi,Cochin,1 stop,10979,3,6
7667,Air India,Delhi,Cochin,non-stop,5674,21,3
7668,Vistara,Banglore,Delhi,non-stop,5613,27,4
7669,SpiceJet,Kolkata,Banglore,non-stop,5725,24,3
7670,IndiGo,Banglore,New Delhi,non-stop,10067,9,3
7671,SpiceJet,Banglore,Delhi,non-stop,4885,12,4
7672,Air India,Delhi,Cochin,1 stop,7690,9,6
7673,IndiGo,Delhi,Cochin,1 stop,8258,3,3
7674,Multiple carriers,Delhi,Cochin,1 stop,7408,12,6
7675,Jet Airways,Kolkata,Banglore,1 stop,10844,24,5
7677,IndiGo,Delhi,Cochin,1 stop,5894,24,6
7678,Air India,Kolkata,Banglore,non-stop,4435,12,3
7679,Jet Airways,Mumbai,Hyderabad,non-stop,4050,21,5
7680,IndiGo,Kolkata,Banglore,non-stop,4174,15,4
7681,Air India,Delhi,Cochin,1 stop,5957,27,3
7682,Jet Airways,Kolkata,Banglore,1 stop,12692,9,6
7683,IndiGo,Banglore,New Delhi,non-stop,7303,24,3
7684,Air India,Kolkata,Banglore,1 stop,6117,1,5
7685,IndiGo,Delhi,Cochin,non-stop,6015,12,5
7686,Air India,Kolkata,Banglore,2 stops,11642,9,6
7687,Multiple carriers,Delhi,Cochin,1 stop,7564,18,5
7688,IndiGo,Banglore,Delhi,non-stop,4823,24,4
7689,IndiGo,Delhi,Cochin,1 stop,6442,27,6
7690,Air India,Kolkata,Banglore,1 stop,6327,9,6
7691,Air India,Delhi,Cochin,1 stop,7416,27,3
7692,Air India,Delhi,Cochin,2 stops,14588,27,5
7693,Multiple carriers,Delhi,Cochin,1 stop,7198,12,6
7694,Air India,Delhi,Cochin,1 stop,8669,27,6
7695,IndiGo,Delhi,Cochin,1 stop,6093,9,6
7696,Air India,Kolkata,Banglore,2 stops,15107,9,5
7697,Air India,Delhi,Cochin,1 stop,8372,18,5
7698,Jet Airways,Kolkata,Banglore,1 stop,7064,1,4
7699,Vistara,Kolkata,Banglore,1 stop,12732,24,3
7700,SpiceJet,Chennai,Kolkata,non-stop,3597,27,6
7701,IndiGo,Banglore,New Delhi,non-stop,7303,24,3
7702,Air India,Kolkata,Banglore,2 stops,10991,6,6
7703,Air India,Banglore,New Delhi,1 stop,10321,9,3
7704,IndiGo,Banglore,Delhi,non-stop,3943,6,6
7705,IndiGo,Delhi,Cochin,1 stop,5636,21,5
7706,IndiGo,Kolkata,Banglore,1 stop,4268,9,4
7707,Jet Airways,Delhi,Cochin,2 stops,13014,9,6
7708,Multiple carriers,Delhi,Cochin,1 stop,13727,9,5
7709,IndiGo,Kolkata,Banglore,non-stop,4174,9,4
7710,Air India,Delhi,Cochin,2 stops,10493,27,3
7711,IndiGo,Delhi,Cochin,1 stop,6794,21,5
7712,IndiGo,Kolkata,Banglore,1 stop,7228,12,5
7713,Jet Airways,Banglore,New Delhi,1 stop,26890,1,3
7714,Multiple carriers,Delhi,Cochin,1 stop,7038,1,6
7715,Jet Airways,Kolkata,Banglore,1 stop,7064,1,4
7716,Jet Airways,Kolkata,Banglore,1 stop,10031,24,3
7717,Jet Airways,Kolkata,Banglore,1 stop,9663,6,5
7718,Air Asia,Banglore,Delhi,non-stop,4483,1,5
7719,Jet Airways,Banglore,Delhi,non-stop,5769,3,6
7720,IndiGo,Kolkata,Banglore,non-stop,4804,24,4
7721,Air India,Kolkata,Banglore,non-stop,4145,15,5
7722,Air India,Kolkata,Banglore,non-stop,4880,18,5
7723,SpiceJet,Chennai,Kolkata,non-stop,3543,6,6
7724,Jet Airways,Banglore,New Delhi,1 stop,27992,1,3
7725,IndiGo,Delhi,Cochin,1 stop,7191,9,5
7726,Vistara,Banglore,Delhi,non-stop,5403,1,4
7727,Jet Airways,Delhi,Cochin,2 stops,15812,9,6
7728,Jet Airways,Banglore,Delhi,non-stop,4544,9,4
7729,Air Asia,Delhi,Cochin,1 stop,11410,3,6
7730,IndiGo,Chennai,Kolkata,non-stop,4332,3,5
7731,Jet Airways,Banglore,Delhi,non-stop,4544,15,4
7732,IndiGo,Kolkata,Banglore,1 stop,4226,24,5
7733,Air India,Kolkata,Banglore,non-stop,4145,3,6
7734,Multiple carriers,Delhi,Cochin,1 stop,14848,27,6
7735,IndiGo,Banglore,Delhi,non-stop,3419,3,4
7736,Jet Airways,Banglore,New Delhi,non-stop,7229,24,3
7737,SpiceJet,Delhi,Cochin,1 stop,5830,3,6
7738,Jet Airways,Banglore,New Delhi,1 stop,10972,18,3
7739,Jet Airways,Kolkata,Banglore,1 stop,14231,24,3
7740,Jet Airways,Kolkata,Banglore,1 stop,10844,9,6
7741,SpiceJet,Kolkata,Banglore,1 stop,11468,12,5
7742,Air Asia,Kolkata,Banglore,non-stop,4409,18,5
7744,IndiGo,Banglore,Delhi,non-stop,4077,21,6
7745,Jet Airways,Kolkata,Banglore,1 stop,13067,9,5
7746,IndiGo,Banglore,Delhi,non-stop,4823,6,6
7747,Multiple carriers,Delhi,Cochin,1 stop,14817,9,3
7748,IndiGo,Chennai,Kolkata,non-stop,4326,24,3
7749,Multiple carriers,Delhi,Cochin,1 stop,15603,3,3
7750,Air India,Kolkata,Banglore,2 stops,13885,24,3
7751,Jet Airways,Banglore,New Delhi,1 stop,17261,6,3
7752,Multiple carriers,Delhi,Cochin,3 stops,15629,9,6
7753,Air India,Kolkata,Banglore,2 stops,6117,6,5
7755,Multiple carriers,Delhi,Cochin,1 stop,13377,27,5
7756,Jet Airways,Banglore,New Delhi,1 stop,26890,1,3
7757,IndiGo,Banglore,Delhi,non-stop,3419,15,5
7758,Air India,Kolkata,Banglore,2 stops,14960,15,5
7759,Air India,Mumbai,Hyderabad,non-stop,11185,3,3
7760,Air India,Delhi,Cochin,1 stop,8372,27,5
7761,Jet Airways,Delhi,Cochin,1 stop,10262,6,6
7762,Air India,Kolkata,Banglore,2 stops,11542,12,6
7763,SpiceJet,Kolkata,Banglore,1 stop,4649,3,4
7764,Jet Airways,Mumbai,Hyderabad,non-stop,5678,9,3
7765,SpiceJet,Banglore,Delhi,non-stop,3971,1,6
7766,Multiple carriers,Delhi,Cochin,1 stop,7878,3,6
7767,Jet Airways,Delhi,Cochin,2 stops,13014,27,6
7768,IndiGo,Banglore,Delhi,non-stop,4423,1,5
7769,Jet Airways,Delhi,Cochin,1 stop,10262,1,6
7770,Vistara,Banglore,Delhi,non-stop,4668,27,5
7771,Jet Airways,Kolkata,Banglore,1 stop,10844,21,5
7772,Jet Airways,Delhi,Cochin,2 stops,10368,24,6
7773,IndiGo,Banglore,Delhi,non-stop,4591,21,4
7774,IndiGo,Delhi,Cochin,1 stop,7191,6,5
7775,Multiple carriers,Delhi,Cochin,1 stop,9794,18,5
7776,IndiGo,Banglore,Delhi,non-stop,3943,1,6
7777,Jet Airways,Kolkata,Banglore,1 stop,13626,12,6
7778,Jet Airways,Kolkata,Banglore,1 stop,9663,12,5
7779,Multiple carriers,Delhi,Cochin,1 stop,6093,15,6
7780,Jet Airways,Banglore,New Delhi,1 stop,11717,12,3
7781,Jet Airways,Kolkata,Banglore,1 stop,14781,18,5
7782,Jet Airways,Banglore,Delhi,non-stop,7229,3,5
7783,GoAir,Banglore,Delhi,non-stop,3898,1,6
7784,Jet Airways,Delhi,Cochin,1 stop,14714,3,6
7785,Multiple carriers,Delhi,Cochin,1 stop,7005,27,5
7786,IndiGo,Chennai,Kolkata,non-stop,3597,15,6
7787,SpiceJet,Kolkata,Banglore,non-stop,4413,18,3
7788,Multiple carriers,Delhi,Cochin,1 stop,15353,6,3
7789,IndiGo,Banglore,Delhi,non-stop,3943,1,5
7790,IndiGo,Chennai,Kolkata,non-stop,6297,15,3
7791,IndiGo,Banglore,New Delhi,non-stop,6144,9,3
7792,Air India,Delhi,Cochin,2 stops,12257,21,5
7793,Jet Airways,Delhi,Cochin,2 stops,15129,21,5
7795,Jet Airways,Delhi,Cochin,2 stops,13029,9,5
7796,Air India,Kolkata,Banglore,2 stops,9416,6,6
7797,Air India,Delhi,Cochin,non-stop,6934,3,6
7798,Jet Airways,Kolkata,Banglore,1 stop,11467,21,5
7799,Multiple carriers,Delhi,Cochin,1 stop,6795,3,6
7800,IndiGo,Kolkata,Banglore,non-stop,5198,27,3
7801,Jet Airways,Delhi,Cochin,1 stop,14053,9,3
7802,Vistara,Kolkata,Banglore,1 stop,7927,1,4
7803,IndiGo,Kolkata,Banglore,non-stop,4462,18,3
7804,GoAir,Banglore,Delhi,non-stop,5048,27,4
7805,Jet Airways,Kolkata,Banglore,1 stop,10844,24,5
7806,Multiple carriers,Delhi,Cochin,1 stop,15411,3,3
7807,IndiGo,Kolkata,Banglore,non-stop,4462,18,3
7808,Jet Airways,Mumbai,Hyderabad,non-stop,5678,27,3
7809,Jet Airways,Delhi,Cochin,1 stop,15764,6,3
7810,Jet Airways,Delhi,Cochin,1 stop,17024,6,3
7811,Air India,Mumbai,Hyderabad,non-stop,3100,18,6
7812,Jet Airways,Banglore,Delhi,non-stop,7229,1,5
7813,IndiGo,Kolkata,Banglore,non-stop,4804,24,4
7814,Jet Airways,Banglore,Delhi,non-stop,5769,24,6
7815,Air Asia,Kolkata,Banglore,non-stop,4384,18,3
7816,Air India,Delhi,Cochin,1 stop,6587,27,6
7817,Jet Airways,Banglore,New Delhi,1 stop,7832,21,3
7818,Air India,Chennai,Kolkata,non-stop,7082,15,3
7819,SpiceJet,Chennai,Kolkata,non-stop,6300,15,3
7820,Jet Airways,Kolkata,Banglore,1 stop,14571,6,6
7821,IndiGo,Banglore,Delhi,non-stop,3943,27,6
7822,Multiple carriers,Delhi,Cochin,1 stop,6878,21,5
7823,SpiceJet,Mumbai,Hyderabad,non-stop,1965,1,4
7824,Vistara,Kolkata,Banglore,1 stop,9187,21,5
7825,Air India,Banglore,New Delhi,non-stop,4441,24,3
7826,IndiGo,Banglore,New Delhi,non-stop,10067,1,3
7827,IndiGo,Delhi,Cochin,1 stop,5054,27,6
7828,Multiple carriers,Delhi,Cochin,1 stop,7005,6,6
7829,Jet Airways,Kolkata,Banglore,1 stop,12121,15,5
7830,IndiGo,Delhi,Cochin,1 stop,5912,27,5
7831,Air Asia,Kolkata,Banglore,1 stop,5192,1,4
7832,IndiGo,Chennai,Kolkata,non-stop,3597,9,6
7833,Jet Airways,Banglore,New Delhi,non-stop,8016,9,3
7834,Air India,Mumbai,Hyderabad,non-stop,2050,15,3
7835,SpiceJet,Banglore,New Delhi,non-stop,4839,21,3
7836,IndiGo,Mumbai,Hyderabad,non-stop,4049,27,5
7837,Vistara,Delhi,Cochin,non-stop,6216,18,6
7838,SpiceJet,Kolkata,Banglore,non-stop,3841,21,6
7839,SpiceJet,Kolkata,Banglore,non-stop,3815,15,3
7840,Air India,Banglore,Delhi,non-stop,5176,3,4
7841,SpiceJet,Mumbai,Hyderabad,non-stop,2017,9,5
7842,Vistara,Kolkata,Banglore,1 stop,9187,9,5
7843,Vistara,Banglore,New Delhi,non-stop,11598,9,3
7844,Jet Airways,Delhi,Cochin,2 stops,13014,1,6
7845,Jet Airways,Delhi,Cochin,1 stop,10262,1,6
7846,Air India,Delhi,Cochin,2 stops,9916,9,4
7847,Jet Airways,Kolkata,Banglore,1 stop,14231,24,3
7848,Jet Airways,Banglore,Delhi,non-stop,7229,15,6
7849,IndiGo,Delhi,Cochin,1 stop,6316,27,3
7850,Air Asia,Kolkata,Banglore,non-stop,4384,9,3
7851,Air India,Delhi,Cochin,2 stops,13381,12,6
7852,IndiGo,Chennai,Kolkata,non-stop,4332,12,5
7853,Air India,Delhi,Cochin,1 stop,8907,15,6
7854,IndiGo,Kolkata,Banglore,non-stop,4804,12,6
7855,Air India,Delhi,Cochin,1 stop,15407,6,3
7856,Jet Airways,Delhi,Cochin,1 stop,12898,27,5
7857,Multiple carriers,Delhi,Cochin,1 stop,6883,27,3
7858,SpiceJet,Chennai,Kolkata,non-stop,3543,3,5
7859,IndiGo,Banglore,Delhi,non-stop,4284,6,5
7860,IndiGo,Mumbai,Hyderabad,non-stop,2437,3,5
7861,SpiceJet,Kolkata,Banglore,non-stop,4174,18,4
7862,Jet Airways,Kolkata,Banglore,1 stop,14781,21,5
7863,Air India,Kolkata,Banglore,2 stops,14960,21,5
7864,Jet Airways,Banglore,Delhi,non-stop,5769,27,6
7865,SpiceJet,Delhi,Cochin,1 stop,4812,24,4
7866,Vistara,Kolkata,Banglore,1 stop,9345,18,5
7867,IndiGo,Kolkata,Banglore,1 stop,4864,15,5
7868,IndiGo,Chennai,Kolkata,non-stop,7295,6,3
7869,Air India,Delhi,Cochin,2 stops,10231,12,6
7870,Jet Airways,Delhi,Cochin,1 stop,14714,1,6
7871,Jet Airways,Delhi,Cochin,1 stop,12032,27,3
7872,Jet Airways,Banglore,Delhi,non-stop,4544,15,4
7873,Jet Airways,Kolkata,Banglore,1 stop,10844,15,5
7874,Vistara,Banglore,New Delhi,1 stop,12476,3,3
7875,Jet Airways,Banglore,New Delhi,1 stop,11087,12,3
7876,Air India,Delhi,Cochin,3 stops,10703,6,6
7877,IndiGo,Delhi,Cochin,1 stop,6734,9,5
7878,Jet Airways,Banglore,New Delhi,1 stop,7832,21,3
7879,Air India,Kolkata,Banglore,2 stops,11516,1,4
7880,IndiGo,Chennai,Kolkata,non-stop,3850,18,3
7881,Jet Airways,Delhi,Cochin,2 stops,17229,9,3
7882,SpiceJet,Kolkata,Banglore,non-stop,3873,27,6
7883,Jet Airways,Mumbai,Hyderabad,non-stop,4160,3,4
7884,Multiple carriers,Delhi,Cochin,1 stop,7670,18,5
7885,Jet Airways,Kolkata,Banglore,1 stop,10031,24,3
7886,Jet Airways,Delhi,Cochin,2 stops,11150,27,6
7887,Jet Airways,Banglore,New Delhi,1 stop,9134,15,3
7888,SpiceJet,Banglore,Delhi,non-stop,4423,18,5
7889,Air Asia,Kolkata,Banglore,non-stop,3807,21,6
7890,Air India,Delhi,Cochin,1 stop,7480,21,5
7891,IndiGo,Banglore,Delhi,non-stop,4423,6,5
7892,IndiGo,Banglore,Delhi,non-stop,4823,18,6
7893,Vistara,Kolkata,Banglore,1 stop,12102,24,3
7894,Multiple carriers,Delhi,Cochin,1 stop,15342,6,3
7895,Jet Airways,Kolkata,Banglore,1 stop,10844,6,5
7896,Air India,Delhi,Cochin,1 stop,7480,12,6
7897,Air India,Kolkata,Banglore,1 stop,4227,1,4
7898,Air India,Delhi,Cochin,1 stop,7690,9,6
7899,SpiceJet,Kolkata,Banglore,1 stop,8224,18,5
7900,Vistara,Banglore,Delhi,non-stop,5823,18,4
7901,Jet Airways,Banglore,New Delhi,1 stop,9134,15,3
7902,Jet Airways,Banglore,New Delhi,1 stop,26890,1,3
7903,Air India,Kolkata,Banglore,1 stop,8366,9,6
7904,Air India,Delhi,Cochin,1 stop,7480,1,6
7905,Jet Airways,Kolkata,Banglore,1 stop,14781,12,5
7906,Air India,Kolkata,Banglore,2 stops,13990,24,3
7908,Jet Airways,Delhi,Cochin,1 stop,10262,24,6
7909,Jet Airways,Kolkata,Banglore,1 stop,12739,12,6
7910,Multiple carriers,Delhi,Cochin,1 stop,7575,21,5
